Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,AgeMin,AgeMax,TSTGroupID,TSTMin,TSTMax,TransitionGroupID,TransitionMultiplierTypeID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
,,Northern Minnesota Wetlands,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Intensification: Open to Low [Type],,0.0000,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Intensification: Open to Medium [Type],,0.0000,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Urbanization: High [Type],,0.0000,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Urbanization: Low [Type],,0.5000,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Urbanization: Medium [Type],,0.0000,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Urbanization: Open [Type],,0.5000,,,,,
,,Northern Piedmont,,,,,,,,,Ag Contraction: Cropland,,0.0364,,,,,
,,Northern Piedmont,,,,,,,,,Ag Contraction: Pasture,,0.9636,,,,,
,,Northern Piedmont,,,,,,,,,Ag Expansion: Cropland [Type],,0.4262,,,,,
,,Northern Piedmont,,,,,,,,,Ag Expansion: Pasture [Type],,0.5738,,,,,
,,Northern Piedmont,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Northern Piedmont,,,,,,,,,Fire: Low Severity [Type],,1.0000,,,,,
,,Northern Piedmont,,,,,,,,,Fire: Medium Severity [Type],,0.0000,,,,,
,,Northern Piedmont,,,,,,,,,Intensification: Low to High [Type],,0.1090,,,,,
,,Northern Piedmont,,,,,,,,,Intensification: Low to Medium [Type],,0.1090,,,,,
,,Northern Piedmont,,,,,,,,,Intensification: Medium to High [Type],,0.0128,,,,,
,,Northern Piedmont,,,,,,,,,Intensification: Open to High [Type],,0.0897,,,,,
,,Northern Piedmont,,,,,,,,,Intensification: Open to Low [Type],,0.1859,,,,,
,,Northern Piedmont,,,,,,,,,Intensification: Open to Medium [Type],,0.4936,,,,,
,,Northern Piedmont,,,,,,,,,Urbanization: High [Type],,0.0513,,,,,
,,Northern Piedmont,,,,,,,,,Urbanization: Low [Type],,0.3040,,,,,
,,Northern Piedmont,,,,,,,,,Urbanization: Medium [Type],,0.2161,,,,,
,,Northern Piedmont,,,,,,,,,Urbanization: Open [Type],,0.4286,,,,,
,,Northern Rockies,,,,,,,,,Ag Contraction: Cropland,,0.5789,,,,,
,,Northern Rockies,,,,,,,,,Ag Contraction: Pasture,,0.4211,,,,,
,,Northern Rockies,,,,,,,,,Ag Expansion: Cropland [Type],,0.9031,,,,,
,,Northern Rockies,,,,,,,,,Ag Expansion: Pasture [Type],,0.0969,,,,,
,,Northern Rockies,,,,,,,,,Fire: High Severity [Type],,0.1199,,,,,
,,Northern Rockies,,,,,,,,,Fire: Low Severity [Type],,0.6670,,,,,
,,Northern Rockies,,,,,,,,,Fire: Medium Severity [Type],,0.2132,,,,,
,,Northern Rockies,,,,,,,,,Intensification: Low to High [Type],,0.1667,,,,,
,,Northern Rockies,,,,,,,,,Intensification: Low to Medium [Type],,0.1667,,,,,
,,Northern Rockies,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Northern Rockies,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Northern Rockies,,,,,,,,,Intensification: Open to Low [Type],,0.2500,,,,,
,,Northern Rockies,,,,,,,,,Intensification: Open to Medium [Type],,0.4167,,,,,
,,Northern Rockies,,,,,,,,,Urbanization: High [Type],,0.0278,,,,,
,,Northern Rockies,,,,,,,,,Urbanization: Low [Type],,0.3056,,,,,
,,Northern Rockies,,,,,,,,,Urbanization: Medium [Type],,0.3472,,,,,
,,Northern Rockies,,,,,,,,,Urbanization: Open [Type],,0.3194,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Ag Contraction: Cropland,,0.8358,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Ag Contraction: Pasture,,0.1642,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.9443,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.0557,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Fire: High Severity [Type],,0.0180,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Fire: Low Severity [Type],,0.9048,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Fire: Medium Severity [Type],,0.0772,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Intensification: Low to High [Type],,0.0909,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.2727,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Intensification: Open to Low [Type],,0.2727,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.3636,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Urbanization: High [Type],,0.0309,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Urbanization: Low [Type],,0.2593,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Urbanization: Medium [Type],,0.3025,,,,,
,,Northwestern Glaciated Plains,,,,,,,,,Urbanization: Open [Type],,0.4074,,,,,
,,Northwestern Great Plains,,,,,,,,,Ag Contraction: Cropland,,0.8297,,,,,
,,Northwestern Great Plains,,,,,,,,,Ag Contraction: Pasture,,0.1703,,,,,
,,Northwestern Great Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.9542,,,,,
,,Northwestern Great Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.0458,,,,,
,,Northwestern Great Plains,,,,,,,,,Fire: High Severity [Type],,0.0671,,,,,
,,Northwestern Great Plains,,,,,,,,,Fire: Low Severity [Type],,0.6800,,,,,
,,Northwestern Great Plains,,,,,,,,,Fire: Medium Severity [Type],,0.2530,,,,,
,,Northwestern Great Plains,,,,,,,,,Intensification: Low to High [Type],,0.1154,,,,,
,,Northwestern Great Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.1154,,,,,
,,Northwestern Great Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Northwestern Great Plains,,,,,,,,,Intensification: Open to High [Type],,0.0769,,,,,
,,Northwestern Great Plains,,,,,,,,,Intensification: Open to Low [Type],,0.0769,,,,,
,,Northwestern Great Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.6154,,,,,
,,Northwestern Great Plains,,,,,,,,,Urbanization: High [Type],,0.0358,,,,,
,,Northwestern Great Plains,,,,,,,,,Urbanization: Low [Type],,0.3763,,,,,
,,Northwestern Great Plains,,,,,,,,,Urbanization: Medium [Type],,0.2079,,,,,
,,Northwestern Great Plains,,,,,,,,,Urbanization: Open [Type],,0.3799,,,,,
,,Ouachita Mountains,,,,,,,,,Ag Contraction: Cropland,,0.0000,,,,,
,,Ouachita Mountains,,,,,,,,,Ag Contraction: Pasture,,1.0000,,,,,
,,Ouachita Mountains,,,,,,,,,Ag Expansion: Cropland [Type],,0.0000,,,,,
,,Ouachita Mountains,,,,,,,,,Ag Expansion: Pasture [Type],,1.0000,,,,,
,,Ouachita Mountains,,,,,,,,,Fire: High Severity [Type],,0.0159,,,,,
,,Ouachita Mountains,,,,,,,,,Fire: Low Severity [Type],,0.9217,,,,,
,,Ouachita Mountains,,,,,,,,,Fire: Medium Severity [Type],,0.0624,,,,,
,,Ouachita Mountains,,,,,,,,,Intensification: Low to High [Type],,0.1333,,,,,
,,Ouachita Mountains,,,,,,,,,Intensification: Low to Medium [Type],,0.2000,,,,,
,,Ouachita Mountains,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Ouachita Mountains,,,,,,,,,Intensification: Open to High [Type],,0.1333,,,,,
,,Ouachita Mountains,,,,,,,,,Intensification: Open to Low [Type],,0.0667,,,,,
,,Ouachita Mountains,,,,,,,,,Intensification: Open to Medium [Type],,0.4667,,,,,
,,Ouachita Mountains,,,,,,,,,Urbanization: High [Type],,0.0563,,,,,
,,Ouachita Mountains,,,,,,,,,Urbanization: Low [Type],,0.3521,,,,,
,,Ouachita Mountains,,,,,,,,,Urbanization: Medium [Type],,0.1690,,,,,
,,Ouachita Mountains,,,,,,,,,Urbanization: Open [Type],,0.4225,,,,,
,,Ozark Highlands,,,,,,,,,Ag Contraction: Cropland,,0.0029,,,,,
,,Ozark Highlands,,,,,,,,,Ag Contraction: Pasture,,0.9971,,,,,
,,Ozark Highlands,,,,,,,,,Ag Expansion: Cropland [Type],,0.0202,,,,,
,,Ozark Highlands,,,,,,,,,Ag Expansion: Pasture [Type],,0.9798,,,,,
,,Ozark Highlands,,,,,,,,,Fire: High Severity [Type],,0.0105,,,,,
,,Ozark Highlands,,,,,,,,,Fire: Low Severity [Type],,0.9065,,,,,
,,Ozark Highlands,,,,,,,,,Fire: Medium Severity [Type],,0.0830,,,,,
,,Ozark Highlands,,,,,,,,,Intensification: Low to High [Type],,0.1702,,,,,
,,Ozark Highlands,,,,,,,,,Intensification: Low to Medium [Type],,0.1702,,,,,
,,Ozark Highlands,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Ozark Highlands,,,,,,,,,Intensification: Open to High [Type],,0.1277,,,,,
,,Ozark Highlands,,,,,,,,,Intensification: Open to Low [Type],,0.0851,,,,,
,,Ozark Highlands,,,,,,,,,Intensification: Open to Medium [Type],,0.4468,,,,,
,,Ozark Highlands,,,,,,,,,Urbanization: High [Type],,0.0613,,,,,
,,Ozark Highlands,,,,,,,,,Urbanization: Low [Type],,0.2791,,,,,
,,Ozark Highlands,,,,,,,,,Urbanization: Medium [Type],,0.2730,,,,,
,,Ozark Highlands,,,,,,,,,Urbanization: Open [Type],,0.3865,,,,,
,,Piedmont,,,,,,,,,Ag Contraction: Cropland,,0.0054,,,,,
,,Piedmont,,,,,,,,,Ag Contraction: Pasture,,0.9946,,,,,
,,Piedmont,,,,,,,,,Ag Expansion: Cropland [Type],,0.2340,,,,,
,,Piedmont,,,,,,,,,Ag Expansion: Pasture [Type],,0.7660,,,,,
,,Piedmont,,,,,,,,,Fire: High Severity [Type],,0.0088,,,,,
,,Piedmont,,,,,,,,,Fire: Low Severity [Type],,0.8948,,,,,
,,Piedmont,,,,,,,,,Fire: Medium Severity [Type],,0.0964,,,,,
,,Piedmont,,,,,,,,,Intensification: Low to High [Type],,0.1307,,,,,
,,Piedmont,,,,,,,,,Intensification: Low to Medium [Type],,0.1222,,,,,
,,Piedmont,,,,,,,,,Intensification: Medium to High [Type],,0.0057,,,,,
,,Piedmont,,,,,,,,,Intensification: Open to High [Type],,0.0426,,,,,
,,Piedmont,,,,,,,,,Intensification: Open to Low [Type],,0.1449,,,,,
,,Piedmont,,,,,,,,,Intensification: Open to Medium [Type],,0.5540,,,,,
,,Piedmont,,,,,,,,,Urbanization: High [Type],,0.0511,,,,,
,,Piedmont,,,,,,,,,Urbanization: Low [Type],,0.3228,,,,,
,,Piedmont,,,,,,,,,Urbanization: Medium [Type],,0.1591,,,,,
,,Piedmont,,,,,,,,,Urbanization: Open [Type],,0.4671,,,,,
,,Puget Lowland,,,,,,,,,Ag Contraction: Cropland,,0.0208,,,,,
,,Puget Lowland,,,,,,,,,Ag Contraction: Pasture,,0.9792,,,,,
,,Puget Lowland,,,,,,,,,Ag Expansion: Cropland [Type],,0.1304,,,,,
,,Puget Lowland,,,,,,,,,Ag Expansion: Pasture [Type],,0.8696,,,,,
,,Puget Lowland,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Puget Lowland,,,,,,,,,Fire: Low Severity [Type],,1.0000,,,,,
,,Puget Lowland,,,,,,,,,Fire: Medium Severity [Type],,0.0000,,,,,
,,Puget Lowland,,,,,,,,,Intensification: Low to High [Type],,0.2100,,,,,
,,Puget Lowland,,,,,,,,,Intensification: Low to Medium [Type],,0.2400,,,,,
,,Puget Lowland,,,,,,,,,Intensification: Medium to High [Type],,0.0300,,,,,
,,Puget Lowland,,,,,,,,,Intensification: Open to High [Type],,0.0300,,,,,
,,Puget Lowland,,,,,,,,,Intensification: Open to Low [Type],,0.1200,,,,,
,,Puget Lowland,,,,,,,,,Intensification: Open to Medium [Type],,0.3700,,,,,
,,Puget Lowland,,,,,,,,,Urbanization: High [Type],,0.0833,,,,,
,,Puget Lowland,,,,,,,,,Urbanization: Low [Type],,0.3333,,,,,
,,Puget Lowland,,,,,,,,,Urbanization: Medium [Type],,0.3167,,,,,
,,Puget Lowland,,,,,,,,,Urbanization: Open [Type],,0.2667,,,,,
,,Ridge and Valley,,,,,,,,,Ag Contraction: Cropland,,0.0144,,,,,
,,Ridge and Valley,,,,,,,,,Ag Contraction: Pasture,,0.9856,,,,,
,,Ridge and Valley,,,,,,,,,Ag Expansion: Cropland [Type],,0.2071,,,,,
,,Ridge and Valley,,,,,,,,,Ag Expansion: Pasture [Type],,0.7929,,,,,
,,Ridge and Valley,,,,,,,,,Fire: High Severity [Type],,0.0403,,,,,
,,Ridge and Valley,,,,,,,,,Fire: Low Severity [Type],,0.8250,,,,,
,,Ridge and Valley,,,,,,,,,Fire: Medium Severity [Type],,0.1347,,,,,
,,Ridge and Valley,,,,,,,,,Intensification: Low to High [Type],,0.1403,,,,,
,,Ridge and Valley,,,,,,,,,Intensification: Low to Medium [Type],,0.1448,,,,,
,,Ridge and Valley,,,,,,,,,Intensification: Medium to High [Type],,0.0452,,,,,
,,Ridge and Valley,,,,,,,,,Intensification: Open to High [Type],,0.0633,,,,,
,,Ridge and Valley,,,,,,,,,Intensification: Open to Low [Type],,0.1041,,,,,
,,Ridge and Valley,,,,,,,,,Intensification: Open to Medium [Type],,0.5023,,,,,
,,Ridge and Valley,,,,,,,,,Urbanization: High [Type],,0.0767,,,,,
,,Ridge and Valley,,,,,,,,,Urbanization: Low [Type],,0.2609,,,,,
,,Ridge and Valley,,,,,,,,,Urbanization: Medium [Type],,0.1853,,,,,
,,Ridge and Valley,,,,,,,,,Urbanization: Open [Type],,0.4771,,,,,
,,Sierra Nevada,,,,,,,,,Ag Contraction: Cropland,,0.5000,,,,,
,,Sierra Nevada,,,,,,,,,Ag Contraction: Pasture,,0.5000,,,,,
,,Sierra Nevada,,,,,,,,,Ag Expansion: Cropland [Type],,1.0000,,,,,
,,Sierra Nevada,,,,,,,,,Ag Expansion: Pasture [Type],,0.0000,,,,,
,,Sierra Nevada,,,,,,,,,Fire: High Severity [Type],,0.1850,,,,,
,,Sierra Nevada,,,,,,,,,Fire: Low Severity [Type],,0.5855,,,,,
,,Sierra Nevada,,,,,,,,,Fire: Medium Severity [Type],,0.2295,,,,,
,,Sierra Nevada,,,,,,,,,Intensification: Low to High [Type],,0.5000,,,,,
,,Sierra Nevada,,,,,,,,,Intensification: Low to Medium [Type],,0.5000,,,,,
,,Sierra Nevada,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Sierra Nevada,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Sierra Nevada,,,,,,,,,Intensification: Open to Low [Type],,0.0000,,,,,
,,Sierra Nevada,,,,,,,,,Intensification: Open to Medium [Type],,0.0000,,,,,
,,Sierra Nevada,,,,,,,,,Urbanization: High [Type],,0.1250,,,,,
,,Sierra Nevada,,,,,,,,,Urbanization: Low [Type],,0.3750,,,,,
,,Sierra Nevada,,,,,,,,,Urbanization: Medium [Type],,0.2500,,,,,
,,Sierra Nevada,,,,,,,,,Urbanization: Open [Type],,0.2500,,,,,
,,Snake River Plain,,,,,,,,,Ag Contraction: Cropland,,0.9426,,,,,
,,Snake River Plain,,,,,,,,,Ag Contraction: Pasture,,0.0574,,,,,
,,Snake River Plain,,,,,,,,,Ag Expansion: Cropland [Type],,0.9717,,,,,
,,Snake River Plain,,,,,,,,,Ag Expansion: Pasture [Type],,0.0283,,,,,
,,Snake River Plain,,,,,,,,,Fire: High Severity [Type],,0.0177,,,,,
,,Snake River Plain,,,,,,,,,Fire: Low Severity [Type],,0.8510,,,,,
,,Snake River Plain,,,,,,,,,Fire: Medium Severity [Type],,0.1313,,,,,
,,Snake River Plain,,,,,,,,,Intensification: Low to High [Type],,0.1628,,,,,
,,Snake River Plain,,,,,,,,,Intensification: Low to Medium [Type],,0.1395,,,,,
,,Snake River Plain,,,,,,,,,Intensification: Medium to High [Type],,0.0233,,,,,
,,Snake River Plain,,,,,,,,,Intensification: Open to High [Type],,0.0233,,,,,
,,Snake River Plain,,,,,,,,,Intensification: Open to Low [Type],,0.1628,,,,,
,,Snake River Plain,,,,,,,,,Intensification: Open to Medium [Type],,0.4884,,,,,
,,Snake River Plain,,,,,,,,,Urbanization: High [Type],,0.0172,,,,,
,,Snake River Plain,,,,,,,,,Urbanization: Low [Type],,0.4138,,,,,
,,Snake River Plain,,,,,,,,,Urbanization: Medium [Type],,0.2069,,,,,
,,Snake River Plain,,,,,,,,,Urbanization: Open [Type],,0.3621,,,,,
,,Sonoran Basin and Range,,,,,,,,,Ag Contraction: Cropland,,0.8900,,,,,
,,Sonoran Basin and Range,,,,,,,,,Ag Contraction: Pasture,,0.1100,,,,,
,,Sonoran Basin and Range,,,,,,,,,Ag Expansion: Cropland [Type],,0.9931,,,,,
,,Sonoran Basin and Range,,,,,,,,,Ag Expansion: Pasture [Type],,0.0069,,,,,
,,Sonoran Basin and Range,,,,,,,,,Fire: High Severity [Type],,0.0234,,,,,
,,Sonoran Basin and Range,,,,,,,,,Fire: Low Severity [Type],,0.8958,,,,,
,,Sonoran Basin and Range,,,,,,,,,Fire: Medium Severity [Type],,0.0808,,,,,
,,Sonoran Basin and Range,,,,,,,,,Intensification: Low to High [Type],,0.2296,,,,,
,,Sonoran Basin and Range,,,,,,,,,Intensification: Low to Medium [Type],,0.1185,,,,,
,,Sonoran Basin and Range,,,,,,,,,Intensification: Medium to High [Type],,0.0148,,,,,
,,Sonoran Basin and Range,,,,,,,,,Intensification: Open to High [Type],,0.0593,,,,,
,,Sonoran Basin and Range,,,,,,,,,Intensification: Open to Low [Type],,0.1556,,,,,
,,Sonoran Basin and Range,,,,,,,,,Intensification: Open to Medium [Type],,0.4222,,,,,
,,Sonoran Basin and Range,,,,,,,,,Urbanization: High [Type],,0.0663,,,,,
,,Sonoran Basin and Range,,,,,,,,,Urbanization: Low [Type],,0.3416,,,,,
,,Sonoran Basin and Range,,,,,,,,,Urbanization: Medium [Type],,0.2802,,,,,
,,Sonoran Basin and Range,,,,,,,,,Urbanization: Open [Type],,0.3119,,,,,
,,South Central Plains,,,,,,,,,Ag Contraction: Cropland,,0.0298,,,,,
,,South Central Plains,,,,,,,,,Ag Contraction: Pasture,,0.9702,,,,,
,,South Central Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.2490,,,,,
,,South Central Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.7510,,,,,
,,South Central Plains,,,,,,,,,Fire: High Severity [Type],,0.0350,,,,,
,,South Central Plains,,,,,,,,,Fire: Low Severity [Type],,0.5757,,,,,
,,South Central Plains,,,,,,,,,Fire: Medium Severity [Type],,0.3893,,,,,
,,South Central Plains,,,,,,,,,Intensification: Low to High [Type],,0.1837,,,,,
,,South Central Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.2143,,,,,
,,South Central Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0612,,,,,
,,South Central Plains,,,,,,,,,Intensification: Open to High [Type],,0.1020,,,,,
,,South Central Plains,,,,,,,,,Intensification: Open to Low [Type],,0.0510,,,,,
,,South Central Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.3878,,,,,
,,South Central Plains,,,,,,,,,Urbanization: High [Type],,0.1303,,,,,
,,South Central Plains,,,,,,,,,Urbanization: Low [Type],,0.2853,,,,,
,,South Central Plains,,,,,,,,,Urbanization: Medium [Type],,0.2154,,,,,
,,South Central Plains,,,,,,,,,Urbanization: Open [Type],,0.3690,,,,,
,,Southeastern Plains,,,,,,,,,Ag Contraction: Cropland,,0.1718,,,,,
,,Southeastern Plains,,,,,,,,,Ag Contraction: Pasture,,0.8282,,,,,
,,Southeastern Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.5759,,,,,
,,Southeastern Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.4241,,,,,
,,Southeastern Plains,,,,,,,,,Fire: High Severity [Type],,0.0067,,,,,
,,Southeastern Plains,,,,,,,,,Fire: Low Severity [Type],,0.9201,,,,,
,,Southeastern Plains,,,,,,,,,Fire: Medium Severity [Type],,0.0732,,,,,
,,Southeastern Plains,,,,,,,,,Intensification: Low to High [Type],,0.1115,,,,,
,,Southeastern Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.1082,,,,,
,,Southeastern Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0230,,,,,
,,Southeastern Plains,,,,,,,,,Intensification: Open to High [Type],,0.0557,,,,,
,,Southeastern Plains,,,,,,,,,Intensification: Open to Low [Type],,0.2000,,,,,
,,Southeastern Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.5016,,,,,
,,Southeastern Plains,,,,,,,,,Urbanization: High [Type],,0.0618,,,,,
,,Southeastern Plains,,,,,,,,,Urbanization: Low [Type],,0.2993,,,,,
,,Southeastern Plains,,,,,,,,,Urbanization: Medium [Type],,0.1737,,,,,
,,Southeastern Plains,,,,,,,,,Urbanization: Open [Type],,0.4652,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Ag Contraction: Cropland,,0.6271,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Ag Contraction: Pasture,,0.3729,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.6316,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.3684,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Fire: High Severity [Type],,0.0189,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Fire: Low Severity [Type],,0.9151,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Fire: Medium Severity [Type],,0.0660,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Intensification: Low to High [Type],,0.1500,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.1167,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0167,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Intensification: Open to High [Type],,0.1667,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Intensification: Open to Low [Type],,0.1167,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.4333,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Urbanization: High [Type],,0.0662,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Urbanization: Low [Type],,0.2968,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Urbanization: Medium [Type],,0.2004,,,,,
,,Southeastern Wisconsin Till Plains,,,,,,,,,Urbanization: Open [Type],,0.4367,,,,,
,,Southern California Mountains,,,,,,,,,Ag Contraction: Cropland,,0.5000,,,,,
,,Southern California Mountains,,,,,,,,,Ag Contraction: Pasture,,0.5000,,,,,
,,Southern California Mountains,,,,,,,,,Ag Expansion: Cropland [Type],,1.0000,,,,,
,,Southern California Mountains,,,,,,,,,Ag Expansion: Pasture [Type],,0.0000,,,,,
,,Southern California Mountains,,,,,,,,,Fire: High Severity [Type],,0.2914,,,,,
,,Southern California Mountains,,,,,,,,,Fire: Low Severity [Type],,0.4225,,,,,
,,Southern California Mountains,,,,,,,,,Fire: Medium Severity [Type],,0.2861,,,,,
,,Southern California Mountains,,,,,,,,,Intensification: Low to High [Type],,0.0000,,,,,
,,Southern California Mountains,,,,,,,,,Intensification: Low to Medium [Type],,0.0000,,,,,
,,Southern California Mountains,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Southern California Mountains,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Southern California Mountains,,,,,,,,,Intensification: Open to Low [Type],,0.0000,,,,,
,,Southern California Mountains,,,,,,,,,Intensification: Open to Medium [Type],,1.0000,,,,,
,,Southern California Mountains,,,,,,,,,Urbanization: High [Type],,0.0000,,,,,
,,Southern California Mountains,,,,,,,,,Urbanization: Low [Type],,0.1818,,,,,
,,Southern California Mountains,,,,,,,,,Urbanization: Medium [Type],,0.2727,,,,,
,,Southern California Mountains,,,,,,,,,Urbanization: Open [Type],,0.5455,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Ag Contraction: Cropland,,0.6471,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Ag Contraction: Pasture,,0.3529,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Ag Expansion: Cropland [Type],,0.8837,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Ag Expansion: Pasture [Type],,0.1163,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Fire: High Severity [Type],,0.1665,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Fire: Low Severity [Type],,0.5887,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Fire: Medium Severity [Type],,0.2448,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Intensification: Low to High [Type],,0.1627,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Intensification: Low to Medium [Type],,0.1032,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Intensification: Medium to High [Type],,0.0278,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Intensification: Open to High [Type],,0.1111,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Intensification: Open to Low [Type],,0.0794,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Intensification: Open to Medium [Type],,0.5159,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Urbanization: High [Type],,0.0609,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Urbanization: Low [Type],,0.2174,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Urbanization: Medium [Type],,0.3152,,,,,
,,Southern California/Northern Baja Coast,,,,,,,,,Urbanization: Open [Type],,0.4065,,,,,
,,Southern Coastal Plain,,,,,,,,,Ag Contraction: Cropland,,0.0738,,,,,
,,Southern Coastal Plain,,,,,,,,,Ag Contraction: Pasture,,0.9262,,,,,
,,Southern Coastal Plain,,,,,,,,,Ag Expansion: Cropland [Type],,0.2236,,,,,
,,Southern Coastal Plain,,,,,,,,,Ag Expansion: Pasture [Type],,0.7764,,,,,
,,Southern Coastal Plain,,,,,,,,,Fire: High Severity [Type],,0.0295,,,,,
,,Southern Coastal Plain,,,,,,,,,Fire: Low Severity [Type],,0.8184,,,,,
,,Southern Coastal Plain,,,,,,,,,Fire: Medium Severity [Type],,0.1520,,,,,
,,Southern Coastal Plain,,,,,,,,,Intensification: Low to High [Type],,0.0768,,,,,
,,Southern Coastal Plain,,,,,,,,,Intensification: Low to Medium [Type],,0.1131,,,,,
,,Southern Coastal Plain,,,,,,,,,Intensification: Medium to High [Type],,0.0162,,,,,
,,Southern Coastal Plain,,,,,,,,,Intensification: Open to High [Type],,0.0828,,,,,
,,Southern Coastal Plain,,,,,,,,,Intensification: Open to Low [Type],,0.1616,,,,,
,,Southern Coastal Plain,,,,,,,,,Intensification: Open to Medium [Type],,0.5495,,,,,
